warehouse_id,picker_id,warehouse_id_raw,standardized_at
WH-KOL-001,WH-001-PKR-001,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-002,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-003,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-004,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-005,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-006,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-007,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-008,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-009,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-010,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-011,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-012,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-013,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-014,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-015,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-016,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-017,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-018,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-019,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-020,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-021,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-022,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-023,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-024,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-025,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-026,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-027,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-028,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-029,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-030,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-031,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-032,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-033,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-034,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-035,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-036,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-037,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-038,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-039,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-040,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-041,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-042,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-043,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-044,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-045,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-046,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-047,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-048,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-049,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-001,WH-001-PKR-050,WH-001,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-001,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-002,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-003,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-004,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-005,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-006,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-007,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-008,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-009,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-010,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-011,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-012,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-013,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-014,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-015,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-016,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-017,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-018,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-019,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-020,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-021,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-022,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-023,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-024,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-025,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-026,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-027,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-028,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-029,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-030,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-031,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-032,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-033,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-034,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-035,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-036,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-037,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-038,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-039,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-040,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-041,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-042,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-043,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-044,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-045,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-046,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-047,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-048,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-049,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-002,WH-002-PKR-050,WH-002,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-001,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-002,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-003,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-004,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-005,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-006,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-007,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-008,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-009,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-010,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-011,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-012,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-013,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-014,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-015,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-016,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-017,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-018,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-019,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-020,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-021,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-022,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-023,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-024,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-025,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-026,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-027,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-028,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-029,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-030,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-031,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-032,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-033,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-034,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-035,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-036,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-037,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-038,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-039,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-040,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-041,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-042,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-043,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-044,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-045,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-046,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-047,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-048,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-049,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-003,WH-003-PKR-050,WH-003,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-001,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-002,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-003,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-004,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-005,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-006,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-007,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-008,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-009,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-010,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-011,WH-004,2026-09-21T17:49:15.594444+00:00
WH-KOL-004,WH-004-PKR-012,WH-004,2026-09-21T17:49:15.594444+00:00
