origin_id,destination_id,euclidean_distance_km,service_available_flag,origin_type,destination_type,distance_type,note,feature_set,pipeline_timestamp
WH-KOL-001,KOL-LOC-001,0.8644,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-002,0.9586,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-003,1.384,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-004,1.8102,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-005,2.6674,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-006,0.7734,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-007,1.4833,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-008,2.2479,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-009,4.8982,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-010,3.3467,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-011,4.9411,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-012,2.7953,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-013,2.8685,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-014,4.5344,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-015,2.0589,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-016,4.7815,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-017,2.8786,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-018,3.8817,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-019,5.8975,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-020,6.8814,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-021,6.2402,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-022,7.403,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-023,6.1388,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-024,5.0869,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-025,7.5685,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-026,10.0668,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-027,9.817,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-028,11.4828,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-029,12.0659,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-030,14.2374,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-031,17.4187,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-032,10.8034,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-033,10.9858,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-034,10.8158,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-035,14.6668,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-036,17.6663,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-037,4.6111,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-038,4.1604,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-039,5.5612,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-001,KOL-LOC-040,5.388,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-001,3.7717,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-002,4.4506,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-003,2.8633,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-004,2.4085,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-005,1.5419,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-006,4.3124,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-007,5.1453,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-008,6.2132,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-009,8.5626,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-010,2.8535,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-011,6.7721,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-012,5.838,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-013,4.7152,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-014,6.8521,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-015,3.9263,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-016,3.422,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-017,3.1608,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-018,1.5293,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-019,2.2068,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-020,2.9839,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-021,2.0436,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-022,3.2066,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-023,2.3562,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-024,1.8649,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-025,3.6819,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-026,5.9496,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-027,5.8589,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
WH-KOL-002,KOL-LOC-028,7.3325,Yes,WAREHOUSE,LOCATION,euclidean_km,Euclidean (Haversine) distance only. Road distance not available — do not use as road_distance_km.,ROUTE_OPTIMIZATION_AGENT,2026-09-21T13:24:19.602587+00:00
